"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"APT-AL-ML070FR","AL-ML070FR","Appotronics 0.7-0.9:1 Short Throw Zoom Lens (for M Series)","0","R 22,436.00"
"APT-AL-ML100MA","AL-ML100MA","Appotronics 1.00-1.60:1 Zoom (standard) Lens (for M Series)","1","R 6,411.00"
"APT-AL-ML154MA","AL-ML154MA","Appotronics 1.54-2.48:1 Long Throw Zoom Lens (for M Series)","0","R 21,795.00"
"APT-AL-MU525A","AL-MU525A","Appotronics M Series 5200lm, 1920*1200, 1-chip DLP, Powered Interchangeable Lens, 3D Sync In/Out, Geometric keystone, incl 1.0-1.6:1 standard zoom lens","0","R 67,308.00"
"APT-AL-MU625A","AL-MU625A","Appotronics M Series 6200lm, 1920*1200, 1-chip DLP, Powered Interchangeable Lens, 3D Sync In/Out, Geometric keystone, incl 1.0-1.6:1 standard zoom lens","0","R 73,718.00"
"APT-AL-SK11KAP","AL-SK11KAP","Appotronics S Pro Series 11000lm, 3840*2400, RGBX Laser, 4K+ Resolution, Duo Channel Signal Backup (body only)","0","R 480,770.00"
"APT-AL-SK13KAP","AL-SK13KAP","Appotronics S Pro Series 13000lm, 3840*2400, RGBX Laser, 4K+ Resolution, Duo Channel Signal Backup (body only)","0","R 570,513.00"
"APT-AL-SK15KAP","AL-SK15KAP","Appotronics S Pro Series 15000lm, 3840*2400, RGBX Laser, 4K+ Resolution, Duo Channel Signal Backup (body only)","0","R 660,257.00"
"APT-AL-SK20KAP","AL-SK20KAP","Appotronics S Pro Series 20000lm, 3840*2400, RGBX Laser, 4K+ Resolution, Duo Channel Signal Backup (body only)","0","R 1,076,924.00"
"APT-AL-SU11KAP","AL-SU11KAP","Appotronics S Pro Series 11000lm, 1920*1200, RGBX Laser, Duo Channel Signal Backup, Advanced Geo-Correction (body only)","0","R 320,513.00"
"APT-AL-SU13KAP","AL-SU13KAP","Appotronics S Pro Series 13000lm, 1920*1200, RGBX Laser, Duo Channel Signal Backup, Advanced Geo-Correction (body only)","0","R 410,257.00"
"APT-AL-SU15KAP","AL-SU15KAP","Appotronics S Pro Series 15000lm, 1920*1200, RGBX Laser, Duo Channel Signal Backup, Advanced Geo-Correction (body only)","0","R 493,590.00"
"APT-AL-SU20KAP","AL-SU20KAP","Appotronics S Pro Series 20000lm, 1920*1200, RGBX Laser, Duo Channel Signal Backup, Advanced Geo-Correction (body only)","0","R 929,488.00"
"APT-AL-TL089SZ","AL-TL089SZ","Appotronics 0.89-1.29:1 Short Throw Zoom Lens (for T Series)","0","R 320,513.00"
"APT-AL-TL128MA","AL-TL128MA","Appotronics 1.28-1.81:1 Standard Zoom Lens (for T Series)","0","R 141,026.00"
"APT-AL-TL160LZ","AL-TL160LZ","Appotronics 1.6-2.29:1 Long Throw Zoom Lens (for T Series)","0","R 115,385.00"
"APT-AL-TL200LZ","AL-TL200LZ","Appotronics 2.00-4.00:1 Long Throw Zoom Lens (for T Series)","0","R 182,693.00"
"APT-AL-TL366LZ","AL-TL366LZ","Appotronics 3.66-5.94:1 Long Throw Zoom Lens (for T Series)","0","R 182,693.00"
"APT-AL-TU25KA","AL-TU25KA","Appotronics T Pro Series 25000lm, 1920*1200, 3-chip DLP, P3 Color, 4K Decoding, Duo Channel Signal Backup (body only)","0","R 1,282,052.00"
"APT-AL-TU34KA","AL-TU34KA","Appotronics T Pro Series 34000lm, 1920*1200, 3-chip DLP, P3 Color, 4K Decoding, Duo Channel Signal Backup (body only)","0","R 1,794,872.00"
"APT-AL-XL070FR","AL-XL070FR","Appotronics 0.70-0.85:1 Short Throw Zoom Lens (for S Pro Series )","0","R 105,770.00"
"APT-AL-XL085FR","AL-XL085FR","Appotronics 0.85-1.11:1 Short Throw Zoom Lens (for S Pro Series )","0","R 105,770.00"
"APT-AL-XL110MA","AL-XL110MA","Appotronics 1.1-1.5:1 Mid-range Zoom Lens (for S Pro Series )","0","R 80,129.00"
"APT-AL-XL150MA","AL-XL150MA","Appotronics 1.5-2.4:1 Mid-range Zoom Lens (for S Pro Series )","0","R 73,718.00"
"APT-AL-XL240LA","AL-XL240LA","Appotronics 2.4-3.8:1 Long Throw Zoom Lens (for S Pro Series )","0","R 83,334.00"
"ATL-AT-AVA-EX100CE-BP-KIT","AT-AVA-EX100CE-BP-KIT","Atlona Avance 4K/UHD extended distance HDMI Transmitter and Receiver Kit with RS-232 and IR pass-through and bi-directional power","0","R 18,041.00"
"ATL-AT-AVA-EX70-2PS-KIT","AT-AVA-EX70-2PS-KIT","#Atlona Avance 4K/UHD HDMI Transmitter and Receiver Kit","7","R 8,292.00"
"ATL-AT-AVA-EX70C-BP-KIT","AT-AVA-EX70C-BP-KIT","Atlona Avance 4K/UHD HDMI Transmitter and Receiver Kit with RS-232 and IR pass-through and bi-directional power","0","R 14,020.00"
"ATL-AT-CAP-FC110","AT-CAP-FC110","Atlona Captivate 4K ePTZ Auto-Framing Camera","0","R 10,054.00"
"ATL-AT-DISP-CTRL","AT-DISP-CTRL","Atlona 4K/UHD HDMI Display Controller","0","R 9,779.00"
"ATL-AT-ETU-SYNC","AT-ETU-SYNC","Atlona EDID Emulator for 4K HDR HDMI Signals","2","R 6,654.00"
"ATL-AT-GAIN-120","AT-GAIN-120","#Atlona 120W Amplifier, 4/8 Ohm x2, 70V/100V x1","1","R 17,913.00"
"ATL-AT-GAIN-60","AT-GAIN-60","Atlona 60W Amplifier, 4/8 Ohm x2, 24V/70V/100V x1, Plenum Rated","0","R 10,602.00"
"ATL-AT-GAIN-M120","AT-GAIN-M120","Atlona 120W Mixer Amplifier, 4/8 Ohm x2, 70V/100V x1","0","R 21,021.00"
"ATL-AT-GAIN-M240","AT-GAIN-M240","Atlona 240W Mixer Amplifier, 4/8 Ohm x2, 70V/100V x1","0","R 25,590.00"
"ATL-AT-GAIN-M50-LZ","AT-GAIN-M50-LZ","Atlona 50W Mixer Amplifier, 4/8 Ohm","0","R 8,226.00"
"ATL-AT-GAIN-NET","AT-GAIN-NET","Atlona Optional Dante/AES67 card for the AT-GAIN-120","1","R 6,398.00"
"ATL-AT-GAIN-VOL","AT-GAIN-VOL","Atlona GAIN Volume Control Wall Plate","0","R 914.00"
"ATL-AT-HDR-CAT-2","AT-HDR-CAT-2","Atlona 4K/HDR HDMI 2.0b HDBaseT HDMI 1 X 2 Distribution Amplifier","0","R 22,190.00"
"ATL-AT-HDR-CAT-4","AT-HDR-CAT-4","Atlona 4K/HDR HDMI 2.0b HDBaseT HDMI 1 X 4 Distribution Amplifier","0","R 35,589.00"
"ATL-AT-HDR-CAT-4ED","AT-HDR-CAT-4ED","Atlona 4K/HDR HDMI 2.0b HDBaseT HDMI 1 X 4 Extended Distance Distribution Amplifier","0","R 43,229.00"
"ATL-AT-HDR-CAT-8","AT-HDR-CAT-8","Atlona 4K/HDR HDMI 2.0b HDBaseT HDMI 1 X 8 Distribution Amplifier","0","R 59,954.00"
"ATL-AT-HDR-EX-100CEA-KIT","AT-HDR-EX-100CEA-KIT","#Atlona 4K HDR Transmitter and Receiver Set w/IR, RS-232, Ethernet, and PoE","4","R 19,376.00"
"ATL-AT-HDR-EX-100CEA-RX","AT-HDR-EX-100CEA-RX","Atlona Atlona 4K HDR Receiver w/IR, RS-232, Ethernet, and PoE.","0","R 9,688.00"
"ATL-AT-HDR-EX-100CEA-TX","AT-HDR-EX-100CEA-TX","Atlona Atlona 4K HDR Transmitter w/IR, RS-232, Ethernet, and PoE.","0","R 9,688.00"
"ATL-AT-HDR-EX-70-2PS","AT-HDR-EX-70-2PS","Atlona 4K/UHD HDR 230ft (70m) HDMI Over HDBaseT TX/RX Kit","1","R 7,860.00"
"ATL-AT-HDR-EX-70C-KIT","AT-HDR-EX-70C-KIT","Atlona 4K HDR Transmitter and Receiver Set w/IR, RS-232, and PoE","0","R 13,527.00"
"ATL-AT-HDR-EX-70C-RX","AT-HDR-EX-70C-RX","Atlona Atlona 4K HDR Receiver w/IR, RS-232, and PoE.","0","R 6,764.00"
"ATL-AT-HDR-EX-70C-TX","AT-HDR-EX-70C-TX","Atlona 4K HDR Transmitter w/IR, RS-232, and PoE.","0","R 6,764.00"
"ATL-AT-HDR-H2H-44MA","AT-HDR-H2H-44MA","Atlona 4K/UHD HDR 4_4 HDMI Matrix Switcher","1","R 47,323.00"
"ATL-AT-HDR-H2H-88MA","AT-HDR-H2H-88MA","Atlona 4K/UHD HDR 8_8 HDMI Matrix Switcher","0","R 76,642.00"
"ATL-AT-HDR-M2C","AT-HDR-M2C","Atlona 4K HDR Multi-Channel Digital to Two-Channel Audio Decoder","0","R 10,511.00"
"ATL-AT-HDR-SW-51","AT-HDR-SW-51","Atlona 5 x 1 4K/HDR HDMI 2.0b Switcher","0","R 12,430.00"
"ATL-AT-HDR-SW-52","AT-HDR-SW-52","Atlona 5 x 2 4K/HDR HDMI 2.0b Switcher","0","R 18,389.00"
"ATL-AT-HDR-SW-52ED","AT-HDR-SW-52ED","Atlona 5 x 2 4K/HDR HDMI 2.0b to HDBaseT Switcher with Extended Distance (100m)","0","R 26,449.00"
"ATL-AT-HDVS-150-RX","AT-HDVS-150-RX","#Atlona (Rx Only) HDBaseT Scaler with HDMI and Analog Audio Outputs","1","R 9,140.00"
"ATL-AT-HDVS-150-TX","AT-HDVS-150-TX","#Atlona (Tx Only) Dual HDMI & VGA/Audio to HDBaseT Switcher","1","R 7,860.00"
"ATL-AT-IR-CS-RX","AT-IR-CS-RX","Atlona IR Receiver Cable for UHD-EX Extenders","0","R 933.00"
"ATL-AT-IR-CS-TX","AT-IR-CS-TX","Atlona IR Emitter Cable for UHD-EX Extenders and UHD-PRO3 Matrixes","0","R 220.00"
"ATL-AT-JUNO-451","AT-JUNO-451","#Atlona 4K HDR Four-Input HDMI Switcher with Auto-Switching","3","R 8,226.00"
"ATL-AT-LC-H2H-2M","AT-LC-H2H-2M","Atlona LinkConnect 2 Meter HDMI to HDMI Cable","0","R 202.00"
"ATL-AT-LC-UC2UC-2M","AT-LC-UC2UC-2M","Atlona LinkConnect 2 Meter USB-C to USB-C Cable","0","R 695.00"
"ATL-AT-LC-UC2UC-5M","AT-LC-UC2UC-5M","Atlona LinkConnect 5 Meter USB-C to USB-C Cable","0","R 3,272.00"
"ATL-AT-OCS-900N","AT-OCS-900N","Atlona Networked based occupancy sensor with ambient light and temperature sensing, PoE, and detection up to 900 square feet","0","R 6,672.00"
"ATL-AT-OME-CS31-SA","AT-OME-CS31-SA","Atlona 3x1 Video switcher w/ Audio Mixer & Amplifier","0","R 36,557.00"
"ATL-AT-OME-CS31-SA-C","AT-OME-CS31-SA-C","Atlona 3x1 Video switcher w/ Audio Mixer & Amplifier w/ USB-C Input","0","R 41,127.00"
"ATL-AT-OME-CS31-SA-HDBT","AT-OME-CS31-SA-HDBT","Atlona 3x1 Video switcher w/ Audio Mixer & Amplifier w/HDBT Input","0","R 45,696.00"
"ATL-AT-OME-EX-KIT-LT","AT-OME-EX-KIT-LT","Atlona Omega 4K/UHD HDMI Over HDBaseT TX/RX Lite extender Kit with USB, Control and PoE","0","R 15,172.00"
"ATL-AT-OME-EX-RX","AT-OME-EX-RX","Atlona Omega 4K/UHD HDMI Over HDBaseT Receiver with USB, Control and PoE","0","R 14,678.00"
"ATL-AT-OME-EX-TX","AT-OME-EX-TX","Atlona Omega 4K/UHD HDMI Over HDBaseT Transmitter with USB, Control and PoE","4","R 14,678.00"
"ATL-AT-OME-EX-TX-WPC","AT-OME-EX-TX-WPC","Atlona Omega single gang wall plate with USB-C Input and USB data support","0","R 16,817.00"
"ATL-AT-OME-EX-TX-WP-E","AT-OME-EX-TX-WP-E","Atlona Atlona Dual- gang TX wall plate with USB pass through for Europe","0","R 16,031.00"
"ATL-AT-OME-EX-WP-KIT-LT","AT-OME-EX-WP-KIT-LT","Atlona Omega 4K/UHD HDMI Over HDBaseT TX Wallplate/RX with USB, Control and PoE, 70 Meters","1","R 15,720.00"
"ATL-AT-OME-MH21","AT-OME-MH21","#Atlona Omega 4K/UHD meeting hub with USB-C and HDMI inputs and HDMI output","6","R 10,054.00"
"ATL-AT-OME-MH21-CP","AT-OME-MH21-CP","#Atlona Omega 4K/UHD meeting hub with USB-C and HDMI inputs and HDMI output, USB-C Charging","13","R 16,647.00"
"ATL-AT-OME-MS42","AT-OME-MS42","Atlona Omega 4x2 4K/UHD multiformat matrix switcher, with HDMI, USB-C, Display port, and USB pass through over HDBaseT","0","R 28,332.00"
"ATL-AT-OME-MS42-HDBT","ATL-AT-OME-MS42-HDBT","Atlona Omega 4x2 4K/UHD multiformat matrix switcher, with HDMI, USB-C, HDBaseT input and output with USB pass through over HDBaseT","1","R 36,557.00"
"ATL-AT-OME-MS52W-EU","AT-OME-MS52W-EU","Atlona Omega 5x2 4K/UHD multiformat matrix switcher, with Wireless casting ,HDMI, USB-C, Display port, and USB pass through over HDBaseT for Europe","0","R 47,524.00"
"ATL-AT-OME-PS62","AT-OME-PS62","Atlona Omega 6X2 Matrix switcher with 2x HDBaseT inputs, 3x HDMI inputs, 1x USB-C input, 1xHDBaset output, 1x HDMI scaled output, with USB pass through.","0","R 72,200.00"
"ATL-AT-OME-RX11","AT-OME-RX11","Atlona Omega 4K/UHD HDMI over HDBaseT Receiver with Control. Audio Output, and PoE (Power Source Equipment)","1","R 12,722.00"
"ATL-AT-OME-RX21","AT-OME-RX21","Atlona Omega 4K/UHD HDMI over HDBaseT Receiver w/Scaler, Ethernet, RS232, Audio Output, and Input HDMI","0","R 20,545.00"
"ATL-AT-OME-RX31","AT-OME-RX31","Atlona Omega 4K/UHD Receiver with Dual HDBaseT inputs, HDMI input and HDMI output","0","R 30,343.00"
"ATL-AT-OME-SR21","AT-OME-SR21","Atlona Omega Soft Video Conferencing HDBaseT receiver with Scaler","0","R 25,426.00"
"ATL-AT-OME-ST31A","AT-OME-ST31A","Atlona Omega Switching Transmitter with 2x HDMI and 1x USB-C with Analog Audio","0","R 28,369.00"
"ATL-AT-OME-SW21-TX","AT-OME-SW21-TX","Atlona Omega 4K/UHD switching transmitter with USB-C and HDMI inputs, mirrored HDBaseT and HDMI output, USB over HDBaseT","4","R 22,848.00"
"ATL-AT-OME-SW21-TX-WPC","AT-OME-SW21-TX-WPC","Atlona Single Gang TX Wall Plate with USB-C and HDMI supporting USB data","1","R 18,279.00"
"ATL-AT-OME-SW32","AT-OME-SW32","#Atlona Omega Matrix Switcher with 2x HDMI and 1x USB-C and 2x HDMI output","1","R 12,430.00"
"ATL-AT-OME-TX11-WP","AT-OME-TX11-WP","Atlona Omega 4K/UHD HDMI over HDBaseT Transmitter Wall Plate","1","R 7,842.00"
"ATL-AT-OME-TX21-WP-E","AT-OME-TX21-WP-E","Atlona Atlona Dual- gang TX wall plate with USB pass through for Europe","1","R 17,365.00"
"ATL-AT-OME-WP-BKT","AT-OME-WP-BKT","Atlona Single Gang Decora Wall Plate Bracket","0","R 896.00"
"ATL-AT-OMNI-112","AT-OMNI-112","#Atlona Dual Channel OmniStream AV over IP Encoder","1","R 43,869.00"
"ATL-AT-OMNI-1XX-RACK-1RU","AT-OMNI-1XX-RACK-1RU","Atlona 1U Rack Mount Shelf for OmniStream 1xx Devices","0","R 2,943.00"
"ATL-AT-OMNI-311","AT-OMNI-311","Atlona Host Side USB to IP Adapter","0","R 11,242.00"
"ATL-AT-OMNI-324","AT-OMNI-324","Atlona Device Side IP to USB Adapter","0","R 11,242.00"
"ATL-AT-OMNI-IR-TX","AT-OMNI-IR-TX","Atlona IR Emitter Cable for OmniStream","0","R 311.00"
"ATL-AT-OPUS-RX41","AT-OPUS-RX41","Atlona Four-Input 4K HDR Switcher with HDMI and HDBaseT Inputs","0","R 19,357.00"
"ATL-AT-PKT-3H","AT-PKT-3H","Atlona Pocket Series Architectural Cable Access Enclosure for Three Cables","0","R 3,821.00"
"ATL-AT-PRO5-101-RX","AT-PRO5-101-RX","Atlona 4K Fiber/Copper Receiver","0","R 11,881.00"
"ATL-AT-PRO5-101-SC-RX","AT-PRO5-101-SC-RX","Atlona 4K Fiber/Copper Receiver with Scaler","0","R 14,989.00"
"ATL-AT-PRO5-MX810","AT-PRO5-MX810","Atlona 8x10 Fiber/Copper 4K HDR Matrix Switcher.","0","R 127,949.00"
"ATL-AT-PS-245-D4","AT-PS-245-D4","Atlona 24V 5A Power Supply w/Din Connector","3","R 2,943.00"
"ATL-AT-PS-48083-C","AT-PS-48083-C","Atlona 48V 0.83A Power Supply w/Captive Screw Connector","0","R 1,079.00"
"ATL-AT-PS-483125-C","AT-PS-483125-C","Atlona 48V/3.25A Power Supply for chaining extenders","0","R 3,821.00"
"ATL-AT-PS-POE","AT-PS-POE","Atlona Power Over Ethernet Mid-Span Power Supply","0","R 5,374.00"
"ATL-AT-RACK-1RU","AT-RACK-1RU","Atlona 1 RU rack for GAIN and SW Families","0","R 2,541.00"
"ATL-AT-RACK-1RU-ME","AT-RACK-1RU-ME","Atlona Atlona Multi-Extender 1RU Rack Shelf","0","R 3,126.00"
"ATL-AT-RON-442","AT-RON-442","Atlona 4K HDR Two-Output HDMI Distribution Amplifier","2","R 7,732.00"
"ATL-AT-RON-444","AT-RON-444","Atlona 4K HDR Four-Output HDMI Distribution Amplifier","0","R 9,688.00"
"ATL-AT-RON-448","AT-RON-448","Atlona Ultra High Data Rate 1x 8 HDMI Distribution Amplifier","0","R 12,795.00"
"ATL-AT-SFP-PLUS-10GE-SR","AT-SFP-PLUS-10GE-SR","Atlona 10Gbe SFP+ fiber transceiver","0","R 1,280.00"
"ATL-AT-UHD-EX-70C-RX","AT-UHD-EX-70C-RX","#Atlona 4K/UHD HDMI Over HDBaseT Receiver with Control and PoE","2","R 6,745.00"
"ATL-AT-UHD-SW-5000ED","AT-UHD-SW-5000ED","Atlona 4K/UHD 5 Input HDMI/HDBaseT w/Mirrored HDMI/HDBaseT Outputs","0","R 41,748.00"
"ATL-AT-USB-EX350-KIT","AT-USB-EX350-KIT","Atlona USB 3.0 Extender Kit","4","R 13,709.00"
"ATL-AT-VCC-IR3-KIT","AT-VCC-IR3-KIT","Atlona Velocity Control Converter POE kit with one AT-VCC and one IR cable with three independently assignable IR emitters","0","R 3,382.00"
"ATL-AT-VCC-RELAY-KIT","AT-VCC-RELAY-KIT","Atlona Velocity Control Converter POE with Contact Closure and Sensor Dongle for Velocity Gateway","1","R 5,210.00"
"ATL-AT-VCC-RS232-KIT","AT-VCC-RS232-KIT","Atlona Velocity Control Converter POE with RS232 Dongle for Velocity Gateway","0","R 4,022.00"
"ATL-AT-VGW-HW-3","AT-VGW-HW-3","Atlona Velocity Hardware Gateway for Control 3 Rooms","0","R 28,369.00"
"ATL-AT-VGW-HW-T2","AT-VGW-HW-T2","Atlona Velocity Hardware Gateway for 20+ rooms","0","R 84,081.00"
"ATL-AT-VGW-SW","AT-VGW-SW","Atlona Velocity Software Gateway for Control 20 Rooms","1","R 84,081.00"
"ATL-AT-VKP-8E","AT-VKP-8E","Atlona Velocity 8 Button Keypad Controller (US Version)","2","R 10,968.00"
"ATL-AT-VPS-RG-T1","AT-VPS-RG-T1","Atlona Velocity Premier Services, Remote Gateway tier 1, one year license for VGW-HW-3, VTPG-1000VL","0","R 12,795.00"
"ATL-AT-VPS-RG-T2","AT-VPS-RG-T2","Atlona Velocity Premier Services, Remote Gateway tier 2, one year license for VGW-HW-10","0","R 29,246.00"
"ATL-AT-VPS-RG-T3","AT-VPS-RG-T3","Atlona Velocity Premier Services, Remote Gateway tier 3, one year license for VGW-HW-20, VGW-SW","0","R 43,869.00"
"ATL-AT-VRL-SW","AT-VRL-SW","Atlona Velocity Room License for Software Gateway","0","R 4,205.00"
"ATL-AT-VTP-1000VL-BL","AT-VTP-1000VL-BL","Atlona Velocity System 10" VESA Mount Touch Panel with LED (Black) includes Wall Mount Kit","0","R 40,286.00"
"ATL-AT-VTP-700VL-BL","AT-VTP-700VL-BL","Atlona Velocity System 7" VESA Mount Touch Panel with LED (Black) includes Wall Mount Kit","0","R 25,590.00"
"ATL-AT-VTP-FMK-10-BL","AT-VTP-FMK-10-BL","Atlona Velocity Flush mount kit for 10 inch panel - black","0","R 6,581.00"
"ATL-AT-VTP-FMK-7-BL","AT-VTP-FMK-7-BL","Atlona Velocity Flush mount kit for 7 inch panel - black","0","R 6,581.00"
"ATL-AT-VTPG-1000VL-BL","AT-VTPG-1000VL-BL","Atlona Velocity System 10" VESA Mount Touch Panel with Single Room Velocity Gateway LED (Black) includes Wall Mount Kit","0","R 48,895.00"
"ATL-AT-VTPG-1000VL-WH","AT-VTPG-1000VL-WH","Atlona Velocity System 10" VESA Mount Touch Panel with Single Room Velocity Gateway LED (White) includes Wall Mount Kit","0","R 48,895.00"
"ATL-AT-VTP-TMK","AT-VTP-TMK","Atlona Velocity Touch Panel Table Mount Kit - Black","0","R 5,082.00"
"ATL-AT-VTP-VTM","AT-VTP-VTM","Atlona Tabletop Mounting Kit for Velocity Control System Touch Panels","0","R 5,082.00"
"ATL-AT-WAVE-101","AT-WAVE-101","#Atlona Ultra-small form factor wireless presentation receiver","1","R 17,234.00"
"ATL-HT-RANGER2","HT-RANGER2","Hall Technologies Wireless HDMI/USB BYOD Conference Reciever","0","R 45,696.00"
"ATL-HT-VOYAGER2","HT-VOYAGER2","Hall Technologies USB-C Wireless Dongle- 1x USB-C HOST, Wireless Broadcast Puck - Dongle - 4:2:0 - 4K@30Hz - Self Powered - Pairs with HT-RANGER2","0","R 11,424.00"
"AUA-ALI20MK2","ALI20MK2","Audac Audio line isolator Shielded","3","R 3,438.00"
"AUA-ALTI4/B","ALTI4/B","Audac 2-way 4" pendant speaker Black version","0","R 5,489.00"
"AUA-ALTI4/W","ALTI4/W","Audac 2-way 4" pendant speaker White version","0","R 5,489.00"
"AUA-ALTI4M/B","ALTI4M/B","Audac 2-way 4" design surface mount loudspeakers Black version","3","R 6,356.00"
"AUA-ALTI4M/W","ALTI4M/W","Audac 2-way 4" design surface mount loudspeakers White version","0","R 6,356.00"
"AUA-ALTI6/B","ALTI6/B","Audac 2-way 6" pendant speaker Black version","5","R 6,855.00"
"AUA-ALTI6/W","ALTI6/W","Audac 2-way 6" pendant speaker White version","14","R 6,855.00"
"AUA-ALTI6M/B","ALTI6M/B","Audac 2-way 6.5" design surface mount loudspeakers Black version","2","R 7,772.00"
"AUA-ALTI6M/W","ALTI6M/W","Audac 2-way 6.5" design surface mount loudspeakers White version","4","R 7,772.00"
"AUA-AMP203","AMP203","Audac Dante/AES67 mini stereo amplifier","7","R 14,757.00"
"AUA-AMP22","AMP22","Audac Mini stereo amplifier 2 x 15W - Balanced line & Mic + WP2xx Input","0","R 6,483.00"
"AUA-AMP523MK2","AMP523MK2","Audac Web-based mini stereo amplifier 2 x 15W MK2 version","0","R 10,747.00"
"AUA-ANI44XT","ANI44XT","Audac Dante audio network interface 4 in / 4 out XT version","11","R 8,337.00"
"AUA-ANM88","ANM88","Audac Dante/AES67 networked audio module with 8x8 license for LUNA-U","1","R 15,381.00"
"AUA-ANX44X","ANX44X","Audac Dante audio network interface 4 in / 4 out X version","0","R 9,441.00"
"AUA-APC100MK2","APC100MK2","Audac Universal configuration & control unit MK2 version","3","R 7,937.00"
"AUA-APG20MK2","APG20MK2","Audac Active audio transceivers RCA MK2 version","0","R 5,158.00"
"AUA-APM","APM","Audac Microphone base","0","R 2,836.00"
"AUA-APM101MK2","APM101MK2","Audac Digital paging microphone 1 zone MK2 version","0","R 11,705.00"
"AUA-APM104MK2","APM104MK2","Audac Digital paging microphone 4 zones MK2 version","2","R 14,408.00"
"AUA-APM108MK2","APM108MK2","Audac Digital paging microphone 8 zones MK2 version","0","R 16,263.00"
"AUA-APM116MK2","APM116MK2","Audac Digital paging microphone 16 zones MK2 version","1","R 18,970.00"
"AUA-ARCHI10/B","ARCHI10/B","Audac Compact 10inch architectural subwoofer - Black (Indoor)","1","R 9,141.00"
"AUA-ARCHI10/W","ARCHI10/W","Audac Compact 10inch architectural subwoofer - White (Indoor)","0","R 9,872.00"
"AUA-ARCHI10X/OB","ARCHI10X/OB","Audac 10inch ultra-compact architectural infrasubwoofer - Black (Outdoor)","0","R 22,198.00"
"AUA-ARCHI210/B","ARCHI210/B","Audac Compact double 10inch architectural subwoofer - Black (Indoor)","0","R 13,841.00"
"AUA-ARCHI210/W","ARCHI210/W","Audac Compact double 10inch architectural subwoofer - White (Indoor)","4","R 14,938.00"
"AUA-ARES5A/B","ARES5A/B","Audac 2-Way Stereo active speaker system - 2 x 40W Black version","20","R 5,795.00"
"AUA-ARES5A/W","ARES5A/W","Audac 2-Way Stereo active speaker system - 2 x 40W White version","3","R 5,795.00"
"AUA-ARJ03P","ARJ03P","Audac Junction box","4","R 1,198.00"
"AUA-ARJ12P","ARJ12P","Audac Junction box - RJ45 to 2 x 3-pin terminal block","4","R 1,198.00"
"AUA-ARU204","ARU204","Audac Multi-channel digital relay unit - 4 relays","0","R 6,415.00"
"AUA-ARU208","ARU208","Audac Multi-channel digital relay unit - 8 relays","0","R 7,358.00"
"AUA-ASK40S","ASK40S","Audac 4-Way antenna splitter kit","0","R 402.00"
"AUA-ASP20/B","ASP20/B","Audac Spherical hanging sound projector Black version - 70/100V","12","R 2,491.00"
"AUA-ASP20/W","ASP20/W","Audac Spherical hanging sound projector White version - 70/100V","24","R 2,491.00"
"AUA-ATEO2/B","ATEO2/B","Audac Compact wall speaker with CleverMount 2" Black version - 8Ohm (MOQ 2 units)","36","R 1,326.00"
"AUA-ATEO2/W","ATEO2/W","Audac Compact wall speaker with CleverMount 2" White version - 8Ohm (MOQ 2 units)","26","R 1,326.00"
"AUA-ATEO2D/B","ATEO2D/B","Audac Compact wall speaker with CleverMount 2" Black version - 16Ohm (MOQ 2 units)","30","R 1,326.00"
"AUA-ATEO2D/W","ATEO2D/W","Audac Compact wall speaker with CleverMount 2" White version - 16Ohm (MOQ 2 units)","20","R 1,326.00"
"AUA-ATEO2S/B","ATEO2S/B","Audac ATEO2 with surface ceiling mount Black version - 8Ohm (MOQ 2 units)","20","R 1,818.00"
"AUA-ATEO2S/W","ATEO2S/W","Audac ATEO2 with surface ceiling mount White version - 8Ohm (MOQ 2 units)","0","R 1,818.00"
"AUA-ATEO2SD/B","ATEO2SD/B","Audac ATEO2 with surface ceiling mount Black version - 16Ohm (MOQ 2 units)","14","R 1,818.00"
"AUA-ATEO2SD/W","ATEO2SD/W","Audac ATEO2 with surface ceiling mount White version - 16Ohm (MOQ 2 units)","0","R 1,818.00"
"AUA-ATEO4/W","ATEO4/W","#Audac Wall speaker with CleverMount 4" White version - 8Ohm and 100V (MOQ 2 units)","10","R 1,300.00"
"AUA-ATEO4D/W","ATEO4D/W","#Audac Wall speaker with CleverMount 4" White version - 16Ohm (MOQ 2 units)","2","R 2,389.00"
"AUA-ATEO4DM/B","ATEO4DM/B","Audac In & outdoor surface mount loudspeaker with CleverMount+ Black version - 16Ohm","12","R 2,781.00"
"AUA-ATEO4DM/W","ATEO4DM/W","Audac In & outdoor surface mount loudspeaker with CleverMount+ White version - 16Ohm","0","R 2,781.00"
"AUA-ATEO4M/B","ATEO4M/B","Audac In & outdoor surface mount loudspeaker with CleverMount+ Black version - 8Ohm and 100V","7","R 3,280.00"
"AUA-ATEO4M/W","ATEO4M/W","Audac In & outdoor surface mount loudspeaker with CleverMount+ White version - 8Ohm and 100V","8","R 3,280.00"
"AUA-ATEO4MK2/B","ATEO4MK2/B","#Audac Wall speaker with CleverMount 4" Black version - 8Ohm and 100V (MOQ 2 units)","13","R 2,826.00"
"AUA-ATEO4MK2/W","ATEO4MK2/W","#Audac Wall speaker with CleverMount 4" White version - 8Ohm and 100V (MOQ 2 units)","3","R 2,826.00"
